gene_names	pvalue	corr_coef	fdr	fpkm>0_num	fpkm>0.1_num	fpkm>1_num	fpkm_median	fpkm_mean
MEGF6_TSS26120	0.000892515736990749	0.23144068382389	0.047927720069791	208	193	25	0.393853	0.500295341291866
SLC2A5_TSS22535	0.000324563311073039	0.249839538346646	0.027755263846762	185	156	21	0.23489	0.426866288516746
PIK3CD_TSS8483	0.000511968598830551	0.241722502938028	0.0356937100382748	209	209	209	12.5252	14.2385297607655
NECAP2_TSS32269	0.000398987546616066	-0.246196259376546	0.0312453560856841	209	209	209	93.3453	93.9090344497608
STPG1_TSS25240,TSS8095	0.00013514367965696	-0.264732597213097	0.0165463512384267	207	207	207	5.04423	5.16518071770335
SNHG3_TSS5169	4.23523817189222e-05	0.283204104735059	0.00873039700901105	209	208	203	4.07312	4.2354787569378
RCC1_TSS24585,TSS5169	0.000714124936376923	0.235619169145345	0.0427533421590226	209	209	208	5.7621	5.86864033014354
LCK_TSS12239,TSS13245	0.000446263593889258	0.244197194111029	0.0329680454433622	209	209	202	6.49815	10.9743441435407
CAP1_TSS21297	3.01695989166023e-05	-0.288365763073327	0.00786407552637918	209	209	209	242.87	246.419550239234
NASP_TSS23200	0.000242796397831033	0.254872442037903	0.0235080254733296	209	209	209	8.55284	8.73069779904306
TAL1_TSS24679,TSS34963,TSS6581	0.000274448466097549	0.252760116633409	0.0252344505105017	110	13	1	0.00678173	0.045207520430622
ZFYVE9_TSS23114	0.000648185595012003	-0.23741199704031	0.0404104194978093	205	190	4	0.378959	0.416177844258373
LRP8_TSS2911	5.57961460284297e-05	0.278933047928254	0.0100614692500795	208	207	93	0.957771	1.08099998133971
IL12RB2_TSS14387	0.000518069184468525	0.241507894961936	0.0356937100382748	202	182	60	0.427339	0.851976265645933
PDE4B_TSS15460,TSS15932,TSS27165,TSS28364,TSS3070,TSS891	1.4799396078217e-05	0.298889385291439	0.00556304945816625	209	209	209	7.59199	8.94947110047847
LPAR3_TSS31752	0.000887627209202009	-0.231544492440546	0.047866327203402	204	201	146	1.77051	2.30095476937799
