gene_names	pvalue	corr_coef	fdr	fpkm>0_num	fpkm>0.1_num	fpkm>1_num	fpkm_median	fpkm_mean
PEX10_TSS33689	3.86715589270207e-05	-0.283247005467826	0.0228326052815836	209	209	209	7.30647	7.56172645933014
C8B_TSS26053	6.31462290076523e-05	-0.275675317475638	0.0293469229029927	209	209	206	35.4172	40.2890437033493
BCAR3_TSS20817,TSS25925,TSS30848,TSS6545,TSS8550	0.000143212871323422	-0.262514007897531	0.0394850469263889	209	209	209	15.3034	15.3320407655502
CD244_TSS25286	0.000218923550488018	0.25541471632877	0.0490868848598616	203	200	90	0.839825	1.19234838373206
F11R_TSS20484	2.3372160639208e-05	-0.290802176239963	0.0192714773580257	209	209	209	29.3644	29.6993894736842
MGST3_TSS12589	6.60280916465346e-06	-0.308878816185384	0.0120553146469791	209	209	209	113.607	114.128437799043
MR1_TSS21866	4.08295992562165e-05	-0.282419201262854	0.0228326052815836	209	209	209	24.1616	23.8137540669856
RGS13_TSS6143	1.89498056917172e-05	0.293886906771617	0.0179398512328142	107	52	2	0.0232004	0.0959608043062201
CDK18_TSS23545	0.000184217200251698	-0.258326406813695	0.0446050345747593	209	209	209	14.2335	14.5329131100478
TMEM63A_TSS35878	0.000101818970974071	-0.26807933945396	0.0333665989367723	209	209	209	29.5057	29.658923923445
FAM89A_TSS4251	6.69807587216962e-07	-0.338861574987766	0.00559370712612746	209	209	209	52.2642	52.008809569378
CHRM3_TSS21942	1.96645006495714e-05	-0.293345031279872	0.0179515821822748	203	201	120	1.13613	1.20959538564593
GAREML_TSS15481,TSS18211	7.28404222865414e-05	0.273427921504462	0.0298620207536725	165	47	1	0.0332175	0.0707576901913876
C2orf71_TSS24172	1.22845412999881e-06	-0.331220785309005	0.00559370712612746	209	208	166	1.62617	1.78020948803828
GPATCH11_TSS19852	0.000220914030378513	-0.255261093982601	0.0491024654826537	209	209	209	12.1614	12.3195928708134
HK2_TSS8657	0.000120666466737359	-0.265323878508773	0.0367185185270669	209	209	209	26.1665	26.1258254545455
GGCX_TSS10865	9.02262300091954e-05	-0.270022541813049	0.0320127596052776	209	209	209	3.36708	3.40172468899522
G6PC2_TSS29107	0.000194298562210759	0.257431237946839	0.0459857921173075	14	0	0	0	0.000938111196172249
TMBIM1_TSS6538	3.73360736546682e-06	-0.316655622296434	0.00867588526079068	209	209	209	148.796	150.567368899522
DNAJB2_TSS2332	0.000215825267645725	-0.255656446772307	0.0490868848598616	209	209	209	12.23	12.4194945454545
MOGAT1_TSS25162	0.000168739904694647	-0.259793886470345	0.0445417430722527	206	206	204	4.47948	4.59821123444976
B3GNT7_TSS13820	8.43935429133915e-06	-0.305462287009604	0.0143812223360613	209	209	209	34.3632	34.2581296650718
CRELD1_TSS10392,TSS10393	2.19191296121984e-07	-0.352421123046661	0.00360760019018093	209	209	206	9.65982	9.60817011004785
CTNNB1_TSS1511	9.40207222779498e-05	-0.269361946811712	0.0320127596052776	209	209	209	121.385	122.670293779904
CDCP1_TSS20686	2.56877472172756e-05	-0.28940112733906	0.0202717872322641	209	209	209	25.4915	25.7220516746411
CAMP_TSS10293	8.08789604164068e-05	-0.271768117970762	0.0308559269731906	209	209	209	21.6008	28.4225872248804
PCOLCE2_TSS16578	7.11876497757194e-05	-0.273790411187322	0.0298620207536725	209	209	209	76.0527	78.2344822966507
LOC100128164_TSS1263	7.48033814386784e-05	-0.273007300636609	0.0298757692649072	209	131	1	0.130249	0.160099637511962
HRASLS_TSS34199	0.000146722024869081	-0.262114401781839	0.0398974646561551	188	172	38	0.46858	0.607018621052632
SMIM14_TSS7063	9.78532609003451e-05	-0.26871962463128	0.0324834701542042	209	209	209	25.6626	25.8579083253589
TMEM154_TSS30251	7.8812582468488e-05	0.272179472651029	0.0308559269731906	205	204	111	1.03216	1.237267684689
TRIO_TSS20066	1.96953812977376e-06	-0.325127987532418	0.00559370712612746	209	209	209	17.2778	17.3677658373206
SSBP2_TSS1576	7.36006927538581e-05	0.273263763341837	0.0298620207536725	204	196	9	0.409179	0.443079924401914
ARAP3_TSS4984	8.33423268371466e-05	0.271290427602519	0.0308772514030157	204	181	12	0.284547	0.391841375502392
ADTRP_TSS32707	0.00017727718820069	-0.258969606794553	0.0446050345747593	209	209	209	33.8326	35.1779374641148
ANKS1A_TSS5704	5.19009663097617e-05	-0.278730031584125	0.0265328119968764	209	209	209	10.8141	10.7686162200957
GTPBP2_TSS13316,TSS30211	3.47741808103219e-05	-0.28485889182469	0.0226934782675564	209	209	209	30.3374	30.2963626794258
THEMIS_TSS11521,TSS3012	0.000209107396927907	0.256191888236738	0.0485908561170385	207	201	112	1.08552	2.03631658038277
RSPH3_TSS27974	0.000119073669000534	-0.265540545571811	0.0367185185270669	209	208	208	8.89364	8.83784641483254
ISPD-AS1_TSS24005	5.09627917993153e-05	0.279012350907439	0.0265328119968764	36	4	0	0	0.00709680956937799
SUMF2_TSS35937	3.58206074813076e-05	-0.284410012079741	0.0226934782675564	209	209	209	66.3322	66.7594736842105
LAMB1_TSS34079	1.17971176686559e-05	-0.300729025491366	0.0170390979014867	209	209	196	5.93234	6.69000637320574
ARHGEF5_TSS27196	2.77167802820955e-05	-0.288268240363711	0.0202717872322641	209	207	160	1.50261	1.53171225885167
NEIL2_TSS10908	2.58480283881189e-06	-0.321558211578437	0.00660701453628708	208	208	208	8.38844	8.96137636363636
AKAP2_TSS13280,TSS25457	0.000175106809687586	0.259175586244617	0.0446050345747593	209	208	142	1.32708	1.61774344157895
SLC31A2_TSS19862	6.94676394632235e-05	-0.274176136855601	0.0298620207536725	209	209	209	100.882	102.365799521531
ST6GALNAC6_TSS20049,TSS5203,TSS607	0.000216048044936099	-0.255638957951075	0.0490868848598616	209	209	209	42.6201	44.24965215311
TOR1B_TSS7445	0.000218575359107715	-0.255441722911628	0.0490868848598616	209	209	209	32.2064	32.5919023923445
AKR1C2_TSS10578,TSS16978	1.68665786391415e-05	-0.29558439724568	0.0172450646638038	209	209	204	4.80833	5.62798925837321
AKR1C3_TSS27896,TSS3470	5.34931234280567e-05	-0.278261719815585	0.0268105436851874	209	209	209	42.8864	47.3417968899521
ASB13_TSS7638	3.72882941683568e-05	-0.283800818140166	0.0226934782675564	209	209	209	14.0488	14.3027149282297
STAMBPL1_TSS19314	1.36465523621658e-05	0.298645009342546	0.0170390979014867	205	198	84	0.840054	1.05705898181818
FFAR4_TSS11516	0.000124081626290114	-0.264868197555567	0.0371039449151869	209	209	209	39.8547	40.8147081339713
KCNQ1OT1_TSS14878	9.50793440678682e-05	0.269182106792743	0.0320127596052776	209	0	0	0.0255363	0.027673679076555
CD81_TSS29419,TSS4378	0.000124836245166702	-0.264769094235253	0.0371039449151869	209	209	209	508.658	516.296110047847
STIM1_TSS1775	1.26053949929215e-05	-0.29978268594249	0.0170390979014867	209	209	209	34.1506	34.693885645933
DENND5A_TSS12877	2.8521039318725e-05	-0.287840735844712	0.0202717872322641	209	209	209	60.6601	60.1269454545455
C11orf94_TSS26227	2.13807818639648e-05	0.29211619689231	0.0183782550580433	21	21	4	0	0.0551456650717703
DTX4_TSS18237,TSS3564	2.78088925484016e-05	-0.288218688703554	0.0202717872322641	209	209	209	27.5583	28.3832930143541
NAA40_TSS14681,TSS22489	7.00437858446039e-05	-0.274045942297542	0.0298620207536725	209	209	209	6.37352	6.57789325358852
PPME1_TSS15664	8.94086522883866e-05	-0.270168281989981	0.0320127596052776	209	209	208	7.35975	7.35794786124402
DGAT2_TSS13748	0.000135149039736097	-0.263468120255843	0.0388151079179144	208	207	203	4.8078	5.35869074832536
CADM1_TSS13866	6.55959674067881e-05	0.275078289112554	0.0298620207536725	202	181	18	0.364224	0.443537534784689
PHLDB1_TSS19329,TSS27022	7.18076658915373e-05	0.273653510716224	0.0298620207536725	207	196	4	0.346261	0.386689816698565
GABARAPL1_TSS10210	2.82273791336875e-07	-0.349406244586535	0.00360760019018093	209	209	209	51.8509	51.0696205741627
ARF3_TSS24238	1.61450994294305e-05	-0.296218852815922	0.0172450646638038	209	209	209	62.0491	62.3465081339713
GPD1_TSS9930	1.6508339165268e-06	-0.327421824696987	0.00559370712612746	209	209	209	110.228	115.60521291866
GALNT6_TSS20693	1.84734374100921e-06	-0.325962479725311	0.00559370712612746	209	209	209	17.9184	18.4286615789474
STAT6_TSS27844,TSS35860	0.000186719561030446	-0.258100023738861	0.0446050345747593	209	209	209	65.433	65.9107411483254
SLC35E3_TSS31935	6.68593467049643e-05	-0.274778529586918	0.0298620207536725	209	209	209	8.32421	8.6307071291866
SLC17A8_TSS24212	3.68667744757082e-05	0.283973432119504	0.0226934782675564	26	0	0	0	0.00169557392344498
ALDH2_TSS18042	0.000141334826042655	-0.262731646561749	0.0394850469263889	209	209	209	534.132	536.746153110048
PRKAB1_TSS36157	0.000115401167978769	-0.266050636191072	0.0367185185270669	209	209	209	12.715	12.804735215311
IRS2_TSS5397	0.000132371242203873	-0.263809152269863	0.0388151079179144	209	209	209	14.0603	14.2529357894737
VASH1_TSS20027	0.000116599466721795	-0.265882549187011	0.0367185185270669	209	209	209	28.4878	29.098531722488
CDC42BPB_TSS36222	5.5443442797364e-06	-0.311285472307115	0.0109218554455331	209	209	209	41.6882	41.7747555023923
ATP10A_TSS15275	1.39987111588443e-05	-0.298278751187098	0.0170390979014867	209	209	209	24.3462	24.9744558851675
HDC_TSS34170	0.00011770663055091	0.26572867683418	0.0367185185270669	170	109	14	0.113993	0.282436161004785
ADPGK_TSS10706	4.7316079612865e-05	-0.280158285318055	0.0257329002337116	209	209	209	73.5863	75.9529516746411
TXNDC11_TSS16514	0.000169028953405912	-0.2597653481606	0.0445417430722527	209	209	209	40.156	40.4061177033493
GDE1_TSS14033	1.67911717486298e-05	-0.295649494524709	0.0172450646638038	209	209	209	30.9486	30.9408159808612
GGA2_TSS21779	2.85506959963033e-05	-0.287825190225839	0.0202717872322641	209	209	209	82.3653	82.7998626794258
BRD7_TSS17637	0.000196527454053985	-0.257239185093785	0.0460865894777422	209	209	209	13.532	13.5457353110048
AMFR_TSS30832	1.29910050767249e-05	-0.299351295018773	0.0170390979014867	209	209	209	30.0196	29.8232066985646
CES1_TSS31413	0.000143660630028331	-0.262462513035015	0.0394850469263889	209	209	209	233.79	241.076084688995
ST3GAL2_TSS11591	1.56149918849339e-06	-0.328140923839389	0.00559370712612746	209	209	209	15.3721	15.6850083732057
SPIRE2_TSS12543	9.39240501939061e-05	-0.269378464037516	0.0320127596052776	207	207	206	5.59326	5.68016766028708
CXCL16_TSS6101	6.09850005209893e-05	-0.276220385737362	0.0292791021832597	209	209	209	315.966	320.235449760766
CENPV_TSS35508	5.55471698258792e-06	-0.311259837186237	0.0109218554455331	205	204	204	6.36573	6.82747812966507
PLD6_TSS13802	7.9992579898794e-05	0.271943348142559	0.0308559269731906	204	198	34	0.497621	0.65708346076555
SLC47A1_TSS17617	0.000140893847931748	-0.262783141424265	0.0394850469263889	209	209	209	33.7213	33.8841715789474
C17orf51_TSS27818	1.78058018200503e-05	-0.29479586771885	0.017505157704704	206	205	24	0.706387	0.719316548803828
ABHD15_TSS2981	0.000182125919911154	-0.258517812246065	0.0446050345747593	209	209	209	14.249	14.4183098086124
LIMD2_TSS20325	8.71668340294645e-05	0.27057441128303	0.031829592066102	209	208	181	2.42225	3.99351186889952
TEX2_TSS29613,TSS29646	3.06350439252961e-05	-0.286769059743674	0.0211638475074187	209	209	209	18.6354	19.2110505263158
PECAM1_TSS5941	0.000186147583751769	-0.258151518601377	0.0446050345747593	209	209	209	146.888	146.438445933014
ABCA6_TSS1410	0.000181955784357382	0.258533474066205	0.0446050345747593	200	145	4	0.157144	0.229399033636364
RAB37_TSS25713,TSS35887,TSS6121	9.51828852549234e-05	0.269164617971511	0.0320127596052776	208	205	123	1.23438	1.73791939473684
TIMP2_TSS29962	0.000166301929132989	-0.260036424889693	0.0445417430722527	209	209	209	119.704	119.124285645933
L3MBTL4-AS1_TSS19362	8.33508214392271e-05	0.27128880338468	0.0308772514030157	111	40	0	0.0184037	0.0574858626794258
AXL_TSS26955,TSS3218	6.18548381478043e-05	-0.275998860668426	0.0292791021832597	209	209	209	65.3029	64.9787071770335
ZNF223_TSS4297	0.000176362998787045	-0.259056079299533	0.0446050345747593	208	208	202	2.67741	2.63668214354067
ZNF835_TSS28207	3.94276340307313e-05	-0.282952138243275	0.0228326052815836	205	195	16	0.524945	0.540037592535885
C20orf202_TSS19400	0.000176505559523247	-0.259042567090222	0.0446050345747593	207	201	142	1.5361	1.7288195861244
SIRPD_TSS22079	1.47097767641829e-05	-0.297565070870773	0.0170907547213309	205	204	199	4.44267	4.45060349712919
BPI_TSS2784	5.76093417095766e-05	0.27710917737781	0.0283183150661247	42	11	0	0	0.024679176076555
ABCG1_TSS21753,TSS30173,TSS5681,TSS7894,TSS9322	1.41137770527889e-06	-0.329442755150439	0.00559370712612746	209	209	209	162.276	170.74869569378
UBE2G2_TSS6326	0.000120659279850142	-0.265324850109952	0.0367185185270669	209	209	209	29.6381	30.1883210526316
SELM_TSS19894	4.10899355640564e-05	-0.282322139458821	0.0228326052815836	207	207	207	23.3251	25.3038426794258
TMEM184B_TSS14082,TSS18407	0.000135061165091631	-0.263478807868818	0.0388151079179144	209	209	209	15.0297	15.2116119138756
CLCN4_TSS22955	0.000183545990530882	-0.258387617688006	0.0446050345747593	209	209	209	4.29771	4.40762688995215
GATA1_TSS20878	1.01480005392928e-05	0.302867098024351	0.016212065111554	102	45	1	0	0.0766541770334928
SNORA11_TSS32960	3.39531155188376e-05	0.285220105330314	0.0226934782675564	32	32	32	0	1.59117167464115
SASH3_TSS16537	4.85152363327438e-05	-0.279772559649776	0.0258353740812763	209	209	209	56.7449	57.5642028708134
FHL1_TSS10004,TSS15569,TSS18174,TSS32008,TSS33805,TSS765,TSS7962	2.1569878007171e-05	-0.291986558077827	0.0183782550580433	209	209	209	82.498	85.7244406698565
